,source_ind,state_name,company_name,brkr_district_code,brkr_district_name,brkr_tax_dist_code,brkr_tax_dist_name,substation_id,substation_name,sub_number,master_cdf,feeder_number,operating_voltage,effective_kv_class,circuit_use,construction_class,tot_ckt_lngth_ft,tot_ckt_lngth_mi,tot_oh_lngth_ft,tot_oh_lngth_mi,tot_ug_lngth_ft,tot_ug_lngth_mi,tot_3phs_lngth_ft,tot_3phs_oh_lngth_ft,tot_3phe_ug_lngth_ft,tot_5kv_lngth_ft,tot_5kv_oh_3phs_lngth_ft,tot_5kv_oh_lngth,tot_5kv_oh_ot_lngth_ft,tot_5kv_ug_3phs_lngth_ft,tot_5kv_ug_ot_lngth_ft,tot_15kv_lngth_ft,tot_15kv_oh_3_phs_lngth_ft,tot_15kv_oh_lngth_ft,tot_15kv_oh_ot_lngth_ft,tot_15kv_ug_3phs_lngth_ft,tot_15kv_ug_ot_lngth_ft,tot_ovr15kv_lngth_ft,tot_ovr15kv_oh_3phs_lngth_ft,tot_ovr15kv_oh_lngth,tot_ovr15kv_oh_ot_lngth_ft,tot_ovr15kv_ug_3phs_lngth_ft,tot_ovr15kv_ug_ot_lngth_ft,customers_served,breaker_setting,tra_nom_ca,sub_nom_voltge,sub_tax_dist,eap_sub_id,sub_str_address,sta_config,sta_regltn,sub_long,sub_lat,sub_gps_date,tbl_load_date
10,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W43,115W43,13.8,15000.0,Distribution,OH,42159.0,7.98,37472.0,7.1000000000000005,4687.0,0.89,25671.0,20984.0,4687.0,0.0,0.0,0.0,0.0,0.0,0.0,42159.0,20984.0,37472.0,16488.0,4687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
11,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W44,115W44,13.8,15000.0,Distribution,Mixed,69658.0,13.19,24734.0,4.68,44924.0,8.51,59363.0,14776.0,44587.0,0.0,0.0,0.0,0.0,0.0,0.0,69658.0,14776.0,24734.0,9958.0,44587.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
12,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W45,115W45,13.8,15000.0,Distribution,OH,42576.0,8.06,36701.0,6.95,5875.0,1.11,28032.0,23900.0,4132.0,0.0,0.0,0.0,0.0,0.0,0.0,42450.0,23774.0,36575.0,12801.0,4132.0,1743.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
13,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W51,115W51,13.8,15000.0,Distribution,OH,10578.0,2.0,10578.0,2.0,0.0,0.0,10578.0,10578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10578.0,10578.0,10578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
14,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W52,115W52,13.8,15000.0,Distribution,OH,349618.0,66.22,304160.0,57.61,45458.0,8.61,130346.0,121478.0,8868.0,0.0,0.0,0.0,0.0,0.0,0.0,349618.0,121478.0,304160.0,182682.0,8868.0,36590.0,0.0,0.0,0.0,0.0,0.0,0.0,3813.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
15,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W53,115W53,13.8,15000.0,Distribution,OH,111987.0,21.21,100434.0,19.02,11553.0,2.19,53330.0,44003.0,9327.0,2702.0,104.0,1058.0,954.0,643.0,1001.0,109285.0,43899.0,99376.0,55477.0,8684.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,2137.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
16,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W54,115W54,13.8,15000.0,Distribution,OH,60636.0,11.48,54502.0,10.32,6134.0,1.16,36923.0,31198.0,5725.0,546.0,290.0,290.0,0.0,256.0,0.0,60090.0,30908.0,54212.0,23304.0,5469.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,5297.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
17,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581420,BATES ST. SUB,115,05_05_115W55,115W55,13.8,15000.0,Distribution,Mixed,44757.0,8.48,31892.0,6.04,12865.0,2.44,28699.0,19871.0,8828.0,0.0,0.0,0.0,0.0,0.0,0.0,41242.0,17875.0,28377.0,10502.0,8828.0,4037.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,,0.0,0.0,262.0,05-0115,"57 BATES ST, FALL RIVER, MA",,,-71.167824,41.679840000000006,,2019-07-23 04:16:29
18,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581424,SYKES RD. SUB,521,05_05_28W40,28W40,13.8,15000.0,Distribution,Mixed,108206.0,20.49,85537.0,16.2,22669.0,4.29,54952.0,39114.0,15838.0,7741.0,266.0,266.0,0.0,7475.0,0.0,100465.0,38848.0,85271.0,46423.0,8363.0,6831.0,0.0,0.0,0.0,0.0,0.0,0.0,2474.0,,0.0,0.0,262.0,05-0028,"521 SYKES RD, FALL RIVER, MA",,,-71.115273,41.740444000000004,,2019-07-23 04:16:29
19,NE,Massachusetts,Massachusetts Electric,5.0,Southeast,262.0,Fall River,13581424,SYKES RD. SUB,521,05_05_28W41,28W41,13.8,15000.0,Distribution,Mixed,16772.0,3.18,11951.0,2.26,4821.0,0.91,16772.0,11951.0,4821.0,0.0,0.0,0.0,0.0,0.0,0.0,16772.0,11951.0,11951.0,0.0,4821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,0.0,0.0,262.0,05-0028,"521 SYKES RD, FALL RIVER, MA",,,-71.115273,41.740444000000004,,2019-07-23 04:16:29
