,DISTRCT_CD,DISTRCT_NAME,YR,FDR_MECO,NO_CUSTS_SVD
1928,1,Central,2010,05_01_552L1,4796.416666666667
1929,1,Central,2010,05_01_552L3,1239.0
1930,1,Central,2010,05_01_55W1,3144.8333333333335
1931,1,Central,2010,05_01_601J3,638.75
1932,1,Central,2010,05_01_601J4,763.3333333333334
1933,1,Central,2010,05_01_601J6,630.3333333333334
1934,1,Central,2010,05_01_601J7,798.4166666666666
1935,1,Central,2010,05_01_601J8,381.3333333333333
1936,1,Central,2010,05_01_601W1,2709.9166666666665
1937,1,Central,2010,05_01_601W2,267.1666666666667
1938,1,Central,2010,05_01_601W3,383.5
1939,1,Central,2010,05_01_601W4,1214.3333333333333
1940,1,Central,2010,05_01_602W2,3256.4166666666665
1941,1,Central,2010,05_01_602W3,518.4166666666666
1942,1,Central,2010,05_01_605W1,43.0
1943,1,Central,2010,05_01_609W1,1795.5
1944,1,Central,2010,05_01_609W2,781.1666666666666
1945,1,Central,2010,05_01_610W3,793.9166666666666
1946,1,Central,2010,05_01_612W1,2445.9166666666665
1947,1,Central,2010,05_01_612W3,1606.4166666666667
1948,1,Central,2010,05_01_6J304,773.75
1949,1,Central,2010,05_01_6J305,83.75
1950,1,Central,2010,05_01_6J312,222.75
1951,1,Central,2010,05_01_6J316,178.16666666666666
1952,1,Central,2010,05_01_6J318,682.4166666666666
1953,1,Central,2010,05_01_6J319,396.1666666666667
1954,1,Central,2010,05_01_6J326,653.5
1955,1,Central,2010,05_01_6J342,1137.5833333333333
1956,1,Central,2010,05_01_6J356,522.5
1957,1,Central,2010,05_01_6W1,1739.4166666666667
1958,1,Central,2010,05_01_6W2,3355.25
1959,1,Central,2010,05_01_7J386,693.4166666666666
1960,1,Central,2010,05_01_7J387,437.5
1961,1,Central,2010,05_01_8J364,368.8333333333333
1962,1,Central,2010,05_01_8J365,1338.0
1963,1,Central,2010,05_01_8J389,318.75
1964,1,Central,2010,05_01_8W1,3409.9166666666665
1965,1,Central,2010,05_01_8W2,1970.3333333333333
1966,1,Central,2010,05_01_9J301,47.583333333333336
1967,1,Central,2010,05_01_9J302,332.1666666666667
1968,1,Central,2010,05_01_9J303,287.5
1969,1,Central,2010,05_01_9J306,934.0833333333334
1970,1,Central,2010,05_01_9J307,635.0
1971,1,Central,2010,05_01_9J310,504.5
1972,1,Central,2010,05_01_9J315,348.0
1973,1,Central,2010,05_01_9J321,908.0833333333334
1974,1,Central,2010,05_01_9J327,30.75
1975,1,Central,2010,05_01_9J329,241.83333333333334
1976,1,Central,2010,05_01_9J337,1052.9166666666667
1977,1,Central,2010,05_01_9J352,879.6666666666666
1978,1,Central,2010,05_01_9J360,956.4166666666666
1979,1,Central,2010,05_01_9J382,1.0
1980,1,Central,2010,05_01_HT11_11A,36.833333333333336
1981,1,Central,2010,05_01_HT13,1.0
1982,1,Central,2010,05_01_HT14,12.0
1983,1,Central,2010,05_01_HT15,163.25
1984,1,Central,2010,05_01_HT17,18.0
1985,1,Central,2010,05_01_HT19,3.0
1986,1,Central,2010,05_01_HT2,45.25
1987,1,Central,2010,05_01_HT20,178.33333333333334
1988,1,Central,2010,05_01_HT22,63.166666666666664
1989,1,Central,2010,05_01_HT23,1.0
1990,1,Central,2010,05_01_HT24,2.0
1991,1,Central,2010,05_01_HT26,51.75
1992,1,Central,2010,05_01_HT27,104.0
1993,1,Central,2010,05_01_HT28,16.666666666666668
1994,1,Central,2010,05_01_HT3,13.25
1995,1,Central,2010,05_01_HT31,2.0
1996,1,Central,2010,05_01_HT32,64.83333333333333
1997,1,Central,2010,05_01_HT36,1.0
1998,1,Central,2010,05_01_HT39,14.5
1999,1,Central,2010,05_01_HT40,15.0
2000,1,Central,2010,05_01_HT41,169.91666666666666
2001,1,Central,2010,05_01_HT42,586.75
2002,1,Central,2010,05_01_HT45,5.0
2003,1,Central,2010,05_01_HT47,1.9166666666666667
2004,1,Central,2010,05_01_HT48,1.3333333333333333
2005,1,Central,2010,05_01_HT5,256.9166666666667
2006,1,Central,2010,05_01_HT50,19.166666666666668
2007,1,Central,2010,05_01_HT51,1.0
2008,1,Central,2010,05_01_HT52,32.583333333333336
2009,1,Central,2010,05_01_HT55,530.5833333333334
2010,1,Central,2010,05_01_HT56B,61.083333333333336
2011,1,Central,2010,05_01_HT59,423.9166666666667
2012,1,Central,2010,05_01_HT6,118.25
2013,1,Central,2010,05_01_HT60,23.833333333333332
2014,1,Central,2010,05_01_HT61,45.916666666666664
2015,1,Central,2010,05_01_HT6A,80.0
2016,1,Central,2010,05_01_HT7,89.0
2017,1,Central,2010,05_01_HT7A,116.75
2018,1,Central,2010,05_01_HT8,83.33333333333333
2019,1,Central,2010,05_01_HT8A,178.08333333333334
2020,1,Central,2011,05_01_10J323,691.75
2021,1,Central,2011,05_01_10J366,1068.3333333333333
2022,1,Central,2011,05_01_10J383,861.0
2023,1,Central,2011,05_01_11J314,432.3333333333333
2024,1,Central,2011,05_01_11J325,301.1666666666667
2025,1,Central,2011,05_01_11J330,432.4166666666667
2026,1,Central,2011,05_01_11J331,1175.3333333333333
2027,1,Central,2011,05_01_11J332,673.0
2028,1,Central,2011,05_01_11J333,46.333333333333336
2029,1,Central,2011,05_01_11J334,1071.3333333333333
2030,1,Central,2011,05_01_11J346,651.4166666666666
2031,1,Central,2011,05_01_11J347,1001.1666666666666
2032,1,Central,2011,05_01_11J351,477.6666666666667
2033,1,Central,2011,05_01_11J354,940.1666666666666
2034,1,Central,2011,05_01_11J357,159.25
2035,1,Central,2011,05_01_12J376,266.9166666666667
2036,1,Central,2011,05_01_12J377,532.5833333333334
2037,1,Central,2011,05_01_12J378,853.0
2038,1,Central,2011,05_01_12J391,23.666666666666668
2039,1,Central,2011,05_01_13J350,337.9166666666667
2040,1,Central,2011,05_01_13J358,877.4166666666666
2041,1,Central,2011,05_01_14J367,579.0
2042,1,Central,2011,05_01_14J368,437.5833333333333
2043,1,Central,2011,05_01_15J392,798.75
2044,1,Central,2011,05_01_16J1,179.25
2045,1,Central,2011,05_01_16J2,196.91666666666666
2046,1,Central,2011,05_01_16J3,1.0
2047,1,Central,2011,05_01_18J394,907.8333333333334
2048,1,Central,2011,05_01_1J362,174.41666666666666
2049,1,Central,2011,05_01_1J363,604.9166666666666
2050,1,Central,2011,05_01_1J369,325.6666666666667
2051,1,Central,2011,05_01_1J370,696.5833333333334
2052,1,Central,2011,05_01_1J390,195.41666666666666
2053,1,Central,2011,05_01_201W1,1798.6666666666667
2054,1,Central,2011,05_01_201W2,2964.6666666666665
2055,1,Central,2011,05_01_201W3,1251.5833333333333
2056,1,Central,2011,05_01_201W4,563.75
2057,1,Central,2011,05_01_207W1,1979.1666666666667
2058,1,Central,2011,05_01_207W2,3440.25
2059,1,Central,2011,05_01_207W3,1061.6666666666667
2060,1,Central,2011,05_01_207W4,1340.3333333333333
2061,1,Central,2011,05_01_207W6,2614.6666666666665
2062,1,Central,2011,05_01_210L1,1999.4166666666667
2063,1,Central,2011,05_01_216W1,1223.8333333333333
2064,1,Central,2011,05_01_216W2,1042.8333333333333
2065,1,Central,2011,05_01_216W3,1740.5833333333333
2066,1,Central,2011,05_01_216W4,1282.3333333333333
2067,1,Central,2011,05_01_216W5,2888.1666666666665
2068,1,Central,2011,05_01_219W1,265.75
2069,1,Central,2011,05_01_219W2,1510.0
2070,1,Central,2011,05_01_219W3,474.4166666666667
2071,1,Central,2011,05_01_219W4,1423.6666666666667
2072,1,Central,2011,05_01_219W5,1492.8333333333333
2073,1,Central,2011,05_01_219W6,1366.1666666666667
2074,1,Central,2011,05_01_21W1,1964.75
2075,1,Central,2011,05_01_21W2,1950.5
2076,1,Central,2011,05_01_225W1,1477.5833333333333
2077,1,Central,2011,05_01_225W3,1604.8333333333333
2078,1,Central,2011,05_01_225W4,460.4166666666667
2079,1,Central,2011,05_01_226L1,1557.75
2080,1,Central,2011,05_01_226L2,2821.8333333333335
2081,1,Central,2011,05_01_227W1,1892.5
2082,1,Central,2011,05_01_227W3,1718.5
2083,1,Central,2011,05_01_23W1,995.3333333333334
2084,1,Central,2011,05_01_23W2,1202.8333333333333
2085,1,Central,2011,05_01_23W3,1291.25
2086,1,Central,2011,05_01_24W1,833.8333333333334
2087,1,Central,2011,05_01_24W2,2653.25
2088,1,Central,2011,05_01_24W3,2317.8333333333335
2089,1,Central,2011,05_01_24W4,203.75
2090,1,Central,2011,05_01_24W5,1665.0833333333333
2091,1,Central,2011,05_01_26W1,1717.1666666666667
2092,1,Central,2011,05_01_26W2,1669.1666666666667
2093,1,Central,2011,05_01_26W3,1033.8333333333333
2094,1,Central,2011,05_01_26W4,253.0
2095,1,Central,2011,05_01_27W1,3040.3333333333335
2096,1,Central,2011,05_01_27W2,940.0
2097,1,Central,2011,05_01_27W3,2.0
2098,1,Central,2011,05_01_27W4,359.1666666666667
2099,1,Central,2011,05_01_27W5,2725.25
2100,1,Central,2011,05_01_2J328,440.3333333333333
2101,1,Central,2011,05_01_2J335,863.1666666666666
2102,1,Central,2011,05_01_2J345,1126.5833333333333
2103,1,Central,2011,05_01_2J349,764.3333333333334
2104,1,Central,2011,05_01_2J353,254.75
2105,1,Central,2011,05_01_2J393,619.75
2106,1,Central,2011,05_01_304W1,2499.3333333333335
2107,1,Central,2011,05_01_304W2,3702.5833333333335
2108,1,Central,2011,05_01_304W3,2025.3333333333333
2109,1,Central,2011,05_01_304W4,2863.3333333333335
2110,1,Central,2011,05_01_304W5,3208.0833333333335
2111,1,Central,2011,05_01_304W6,2382.6666666666665
2112,1,Central,2011,05_01_328J2,43.833333333333336
2113,1,Central,2011,05_01_3J341,1105.0
2114,1,Central,2011,05_01_3J371,297.6666666666667
2115,1,Central,2011,05_01_3J372,928.9166666666666
2116,1,Central,2011,05_01_3J373,1182.8333333333333
2117,1,Central,2011,05_01_3J374,1278.8333333333333
2118,1,Central,2011,05_01_3J375,655.75
2119,1,Central,2011,05_01_406L1,2622.9166666666665
2120,1,Central,2011,05_01_406L2,1574.8333333333333
2121,1,Central,2011,05_01_406L3,2578.3333333333335
2122,1,Central,2011,05_01_406L4,3172.6666666666665
2123,1,Central,2011,05_01_408L1,886.8333333333334
2124,1,Central,2011,05_01_408L2,1108.75
2125,1,Central,2011,05_01_412L1,1558.25
2126,1,Central,2011,05_01_412L2,3276.9166666666665
2127,1,Central,2011,05_01_412L3,217.08333333333334
2128,1,Central,2011,05_01_412L4,3008.8333333333335
2129,1,Central,2011,05_01_412L5,3079.9166666666665
2130,1,Central,2011,05_01_412L6,2059.5
2131,1,Central,2011,05_01_413L1,2702.9166666666665
2132,1,Central,2011,05_01_413L2,3133.9166666666665
2133,1,Central,2011,05_01_413L3,2856.25
2134,1,Central,2011,05_01_413L4,1883.0
2135,1,Central,2011,05_01_413L7,312.3333333333333
2136,1,Central,2011,05_01_415L1,2496.8333333333335
2137,1,Central,2011,05_01_415L2,1705.5
2138,1,Central,2011,05_01_415L3,563.5833333333334
2139,1,Central,2011,05_01_4J324,970.4166666666666
2140,1,Central,2011,05_01_4J336,495.25
2141,1,Central,2011,05_01_4J338,304.25
2142,1,Central,2011,05_01_4J339,1035.6666666666667
2143,1,Central,2011,05_01_4J340,319.5833333333333
2144,1,Central,2011,05_01_4J348,276.6666666666667
2145,1,Central,2011,05_01_525L1,1701.3333333333333
2146,1,Central,2011,05_01_525L2,3952.5833333333335
2147,1,Central,2011,05_01_552L1,4807.75
2148,1,Central,2011,05_01_552L3,1235.3333333333333
2149,1,Central,2011,05_01_55W1,3094.0
2150,1,Central,2011,05_01_601J3,642.5
2151,1,Central,2011,05_01_601J4,783.8333333333334
2152,1,Central,2011,05_01_601J6,623.25
2153,1,Central,2011,05_01_601J7,803.25
2154,1,Central,2011,05_01_601J8,384.5
2155,1,Central,2011,05_01_601W1,2701.75
2156,1,Central,2011,05_01_601W2,270.1666666666667
2157,1,Central,2011,05_01_601W3,380.25
2158,1,Central,2011,05_01_601W4,1215.75
2159,1,Central,2011,05_01_602W2,3273.4166666666665
2160,1,Central,2011,05_01_602W3,520.25
2161,1,Central,2011,05_01_605W1,126.5
2162,1,Central,2011,05_01_609W1,1808.6666666666667
2163,1,Central,2011,05_01_609W2,780.8333333333334
2164,1,Central,2011,05_01_610W3,794.5
2165,1,Central,2011,05_01_612W1,2439.4166666666665
2166,1,Central,2011,05_01_612W3,1610.4166666666667
2167,1,Central,2011,05_01_6J304,808.1666666666666
2168,1,Central,2011,05_01_6J305,84.25
2169,1,Central,2011,05_01_6J312,221.16666666666666
2170,1,Central,2011,05_01_6J316,178.83333333333334
2171,1,Central,2011,05_01_6J318,691.1666666666666
2172,1,Central,2011,05_01_6J319,397.1666666666667
2173,1,Central,2011,05_01_6J326,684.0
2174,1,Central,2011,05_01_6J342,1139.9166666666667
2175,1,Central,2011,05_01_6J356,524.9166666666666
2176,1,Central,2011,05_01_6W1,1750.9166666666667
2177,1,Central,2011,05_01_6W2,3376.75
2178,1,Central,2011,05_01_7J386,696.75
2179,1,Central,2011,05_01_7J387,442.5833333333333
2180,1,Central,2011,05_01_8J364,383.5
2181,1,Central,2011,05_01_8J365,1341.0
2182,1,Central,2011,05_01_8J389,328.9166666666667
2183,1,Central,2011,05_01_8W1,3412.9166666666665
2184,1,Central,2011,05_01_8W2,1970.9166666666667
2185,1,Central,2011,05_01_9J301,47.583333333333336
2186,1,Central,2011,05_01_9J302,360.4166666666667
2187,1,Central,2011,05_01_9J303,283.1666666666667
2188,1,Central,2011,05_01_9J306,948.3333333333334
2189,1,Central,2011,05_01_9J307,709.3333333333334
2190,1,Central,2011,05_01_9J310,515.5833333333334
2191,1,Central,2011,05_01_9J315,333.0
2192,1,Central,2011,05_01_9J321,867.9166666666666
2193,1,Central,2011,05_01_9J327,30.083333333333332
2194,1,Central,2011,05_01_9J329,240.0
2195,1,Central,2011,05_01_9J337,1107.4166666666667
2196,1,Central,2011,05_01_9J352,887.25
2197,1,Central,2011,05_01_9J360,945.3333333333334
2198,1,Central,2011,05_01_9J382,1.0
2199,1,Central,2011,05_01_HT11_11A,35.75
2200,1,Central,2011,05_01_HT13,1.0
2201,1,Central,2011,05_01_HT14,11.916666666666666
2202,1,Central,2011,05_01_HT15,162.83333333333334
2203,1,Central,2011,05_01_HT17,18.916666666666668
2204,1,Central,2011,05_01_HT19,3.0
2205,1,Central,2011,05_01_HT2,41.0
2206,1,Central,2011,05_01_HT20,182.91666666666666
2207,1,Central,2011,05_01_HT22,63.75
2208,1,Central,2011,05_01_HT23,1.0
2209,1,Central,2011,05_01_HT24,2.0
2210,1,Central,2011,05_01_HT26,37.083333333333336
2211,1,Central,2011,05_01_HT27,103.08333333333333
2212,1,Central,2011,05_01_HT28,19.666666666666668
2213,1,Central,2011,05_01_HT3,12.0
2214,1,Central,2011,05_01_HT31,2.0
2215,1,Central,2011,05_01_HT32,66.25
2216,1,Central,2011,05_01_HT36,1.0
2217,1,Central,2011,05_01_HT39,13.416666666666666
2218,1,Central,2011,05_01_HT40,15.666666666666666
2219,1,Central,2011,05_01_HT41,169.58333333333334
2220,1,Central,2011,05_01_HT42,595.4166666666666
2221,1,Central,2011,05_01_HT45,5.083333333333333
2222,1,Central,2011,05_01_HT47,1.75
2223,1,Central,2011,05_01_HT48,2.0
2224,1,Central,2011,05_01_HT5,275.4166666666667
2225,1,Central,2011,05_01_HT50,18.333333333333332
2226,1,Central,2011,05_01_HT51,1.0
2227,1,Central,2011,05_01_HT52,35.0
2228,1,Central,2011,05_01_HT55,528.4166666666666
2229,1,Central,2011,05_01_HT56B,70.16666666666667
2230,1,Central,2011,05_01_HT59,429.0833333333333
2231,1,Central,2011,05_01_HT6,117.25
2232,1,Central,2011,05_01_HT60,24.0
2233,1,Central,2011,05_01_HT61,48.666666666666664
2234,1,Central,2011,05_01_HT6A,89.66666666666667
2235,1,Central,2011,05_01_HT7,91.08333333333333
2236,1,Central,2011,05_01_HT7A,115.0
2237,1,Central,2011,05_01_HT8,85.75
2238,1,Central,2011,05_01_HT8A,176.25
2239,1,Central,2012,05_01_10J323,694.5833333333334
2240,1,Central,2012,05_01_10J366,1103.5833333333333
2241,1,Central,2012,05_01_10J383,886.1666666666666
2242,1,Central,2012,05_01_11J314,432.5833333333333
2243,1,Central,2012,05_01_11J325,286.0
2244,1,Central,2012,05_01_11J330,443.0833333333333
2245,1,Central,2012,05_01_11J331,1186.8333333333333
2246,1,Central,2012,05_01_11J332,682.0
2247,1,Central,2012,05_01_11J333,45.333333333333336
2248,1,Central,2012,05_01_11J334,1075.4166666666667
2249,1,Central,2012,05_01_11J346,649.1666666666666
2250,1,Central,2012,05_01_11J347,1001.0833333333334
2251,1,Central,2012,05_01_11J351,480.0833333333333
2252,1,Central,2012,05_01_11J354,947.0
2253,1,Central,2012,05_01_11J357,163.75
2254,1,Central,2012,05_01_12J376,267.5
2255,1,Central,2012,05_01_12J377,518.6666666666666
2256,1,Central,2012,05_01_12J378,875.6666666666666
2257,1,Central,2012,05_01_12J391,23.75
2258,1,Central,2012,05_01_13J350,337.9166666666667
2259,1,Central,2012,05_01_13J358,871.9166666666666
2260,1,Central,2012,05_01_14J367,578.8333333333334
2261,1,Central,2012,05_01_14J368,436.9166666666667
2262,1,Central,2012,05_01_15J392,801.9166666666666
2263,1,Central,2012,05_01_16J1,160.41666666666666
2264,1,Central,2012,05_01_16J2,195.58333333333334
2265,1,Central,2012,05_01_16J3,1.0
2266,1,Central,2012,05_01_18J394,993.6666666666666
2267,1,Central,2012,05_01_1J362,175.33333333333334
2268,1,Central,2012,05_01_1J363,605.75
2269,1,Central,2012,05_01_1J369,325.5
2270,1,Central,2012,05_01_1J370,695.1666666666666
2271,1,Central,2012,05_01_1J390,196.33333333333334
2272,1,Central,2012,05_01_201W1,1826.3333333333333
2273,1,Central,2012,05_01_201W2,2969.4166666666665
2274,1,Central,2012,05_01_201W3,1263.5833333333333
2275,1,Central,2012,05_01_201W4,562.5
2276,1,Central,2012,05_01_207W1,1991.9166666666667
2277,1,Central,2012,05_01_207W2,3451.3333333333335
2278,1,Central,2012,05_01_207W3,1060.75
2279,1,Central,2012,05_01_207W4,1364.4166666666667
2280,1,Central,2012,05_01_207W6,2634.1666666666665
2281,1,Central,2012,05_01_210L1,1744.0833333333333
2282,1,Central,2012,05_01_216W1,1252.4166666666667
2283,1,Central,2012,05_01_216W2,1055.75
2284,1,Central,2012,05_01_216W3,1738.4166666666667
2285,1,Central,2012,05_01_216W4,1304.8333333333333
2286,1,Central,2012,05_01_216W5,2940.5
2287,1,Central,2012,05_01_219W1,264.8333333333333
2288,1,Central,2012,05_01_219W2,1518.0833333333333
2289,1,Central,2012,05_01_219W3,470.8333333333333
2290,1,Central,2012,05_01_219W4,1425.75
2291,1,Central,2012,05_01_219W5,1494.5
2292,1,Central,2012,05_01_219W6,1357.5
2293,1,Central,2012,05_01_21W1,1965.9166666666667
2294,1,Central,2012,05_01_21W2,1956.6666666666667
2295,1,Central,2012,05_01_225W1,1479.3333333333333
2296,1,Central,2012,05_01_225W3,1611.8333333333333
2297,1,Central,2012,05_01_225W4,469.6666666666667
2298,1,Central,2012,05_01_226L1,1570.5833333333333
2299,1,Central,2012,05_01_226L2,3064.4166666666665
2300,1,Central,2012,05_01_227W1,1901.0
2301,1,Central,2012,05_01_227W3,1726.25
2302,1,Central,2012,05_01_23W1,999.25
2303,1,Central,2012,05_01_23W2,1204.4166666666667
2304,1,Central,2012,05_01_23W3,1296.1666666666667
2305,1,Central,2012,05_01_24W1,812.1666666666666
2306,1,Central,2012,05_01_24W2,2650.25
2307,1,Central,2012,05_01_24W3,2303.8333333333335
2308,1,Central,2012,05_01_24W4,206.91666666666666
2309,1,Central,2012,05_01_24W5,1668.0833333333333
2310,1,Central,2012,05_01_26W1,1859.6666666666667
2311,1,Central,2012,05_01_26W2,1713.4166666666667
2312,1,Central,2012,05_01_26W3,1042.8333333333333
2313,1,Central,2012,05_01_26W4,253.75
2314,1,Central,2012,05_01_27W1,3084.0
2315,1,Central,2012,05_01_27W2,939.4166666666666
2316,1,Central,2012,05_01_27W3,2.1666666666666665
2317,1,Central,2012,05_01_27W4,392.3333333333333
2318,1,Central,2012,05_01_27W5,2728.3333333333335
2319,1,Central,2012,05_01_2J328,443.1666666666667
2320,1,Central,2012,05_01_2J335,884.5
2321,1,Central,2012,05_01_2J345,1017.5
2322,1,Central,2012,05_01_2J349,746.4166666666666
2323,1,Central,2012,05_01_2J353,255.83333333333334
2324,1,Central,2012,05_01_2J393,624.25
2325,1,Central,2012,05_01_304W1,2514.5
2326,1,Central,2012,05_01_304W2,3599.4166666666665
2327,1,Central,2012,05_01_304W3,2026.6666666666667
2328,1,Central,2012,05_01_304W4,2878.1666666666665
2329,1,Central,2012,05_01_304W5,3212.5
2330,1,Central,2012,05_01_304W6,2501.8333333333335
2331,1,Central,2012,05_01_328J2,43.833333333333336
2332,1,Central,2012,05_01_3J341,988.1666666666666
2333,1,Central,2012,05_01_3J371,299.25
2334,1,Central,2012,05_01_3J372,829.5
2335,1,Central,2012,05_01_3J373,1202.6666666666667
2336,1,Central,2012,05_01_3J374,1284.8333333333333
2337,1,Central,2012,05_01_3J375,664.3333333333334
2338,1,Central,2012,05_01_406L1,2636.0
2339,1,Central,2012,05_01_406L2,1560.6666666666667
2340,1,Central,2012,05_01_406L3,2588.9166666666665
2341,1,Central,2012,05_01_406L4,3171.6666666666665
2342,1,Central,2012,05_01_408L1,888.4166666666666
2343,1,Central,2012,05_01_408L2,1109.5
2344,1,Central,2012,05_01_412L1,1579.5
2345,1,Central,2012,05_01_412L2,3272.4166666666665
2346,1,Central,2012,05_01_412L3,215.16666666666666
2347,1,Central,2012,05_01_412L4,3026.4166666666665
2348,1,Central,2012,05_01_412L5,3091.6666666666665
2349,1,Central,2012,05_01_412L6,2059.6666666666665
2350,1,Central,2012,05_01_413L1,2726.4166666666665
2351,1,Central,2012,05_01_413L2,3012.6666666666665
2352,1,Central,2012,05_01_413L3,2880.1666666666665
2353,1,Central,2012,05_01_413L4,1881.6666666666667
2354,1,Central,2012,05_01_413L6,1.0
2355,1,Central,2012,05_01_413L7,313.42857142857144
2356,1,Central,2012,05_01_415L1,2499.6666666666665
2357,1,Central,2012,05_01_415L2,1707.6666666666667
2358,1,Central,2012,05_01_415L3,561.8333333333334
2359,1,Central,2012,05_01_4J324,959.8333333333334
2360,1,Central,2012,05_01_4J336,504.0
2361,1,Central,2012,05_01_4J338,344.5
2362,1,Central,2012,05_01_4J339,1046.0
2363,1,Central,2012,05_01_4J340,321.0833333333333
2364,1,Central,2012,05_01_4J348,273.25
2365,1,Central,2012,05_01_525L1,1690.75
2366,1,Central,2012,05_01_525L2,3951.0
2367,1,Central,2012,05_01_552L1,4820.583333333333
2368,1,Central,2012,05_01_552L3,1232.1666666666667
2369,1,Central,2012,05_01_55W1,3169.5833333333335
2370,1,Central,2012,05_01_601J3,650.75
2371,1,Central,2012,05_01_601J4,782.0
2372,1,Central,2012,05_01_601J6,615.1666666666666
2373,1,Central,2012,05_01_601J7,804.25
2374,1,Central,2012,05_01_601J8,390.3333333333333
2375,1,Central,2012,05_01_601W1,2691.0
2376,1,Central,2012,05_01_601W2,278.5
2377,1,Central,2012,05_01_601W3,385.5
2378,1,Central,2012,05_01_601W4,1215.1666666666667
2379,1,Central,2012,05_01_602W2,3276.25
2380,1,Central,2012,05_01_602W3,522.25
2381,1,Central,2012,05_01_605W1,185.0
2382,1,Central,2012,05_01_609W1,1812.8333333333333
2383,1,Central,2012,05_01_609W2,787.25
2384,1,Central,2012,05_01_610W3,796.0833333333334
2385,1,Central,2012,05_01_612W1,2434.5
2386,1,Central,2012,05_01_612W3,1614.1666666666667
2387,1,Central,2012,05_01_6J304,679.25
2388,1,Central,2012,05_01_6J305,82.41666666666667
2389,1,Central,2012,05_01_6J312,225.33333333333334
2390,1,Central,2012,05_01_6J316,180.83333333333334
2391,1,Central,2012,05_01_6J318,435.25
2392,1,Central,2012,05_01_6J319,400.0833333333333
2393,1,Central,2012,05_01_6J326,697.25
2394,1,Central,2012,05_01_6J342,1166.25
2395,1,Central,2012,05_01_6J356,668.3333333333334
2396,1,Central,2012,05_01_6W1,1602.1666666666667
2397,1,Central,2012,05_01_6W2,3613.4166666666665
2398,1,Central,2012,05_01_7J386,703.9166666666666
2399,1,Central,2012,05_01_7J387,701.5833333333334
2400,1,Central,2012,05_01_8J364,388.3333333333333
2401,1,Central,2012,05_01_8J365,1365.5833333333333
2402,1,Central,2012,05_01_8J389,330.0
2403,1,Central,2012,05_01_8W1,3398.5
2404,1,Central,2012,05_01_8W2,1965.6666666666667
2405,1,Central,2012,05_01_9J301,48.0
2406,1,Central,2012,05_01_9J302,471.6666666666667
2407,1,Central,2012,05_01_9J303,279.25
2408,1,Central,2012,05_01_9J306,952.1666666666666
2409,1,Central,2012,05_01_9J307,775.9166666666666
2410,1,Central,2012,05_01_9J310,506.4166666666667
2411,1,Central,2012,05_01_9J315,279.25
2412,1,Central,2012,05_01_9J321,813.25
2413,1,Central,2012,05_01_9J327,30.916666666666668
2414,1,Central,2012,05_01_9J329,244.66666666666666
2415,1,Central,2012,05_01_9J337,1135.1666666666667
2416,1,Central,2012,05_01_9J352,899.5833333333334
2417,1,Central,2012,05_01_9J360,924.6666666666666
2418,1,Central,2012,05_01_9J382,1.0
2419,1,Central,2012,05_01_HT1,3.0
2420,1,Central,2012,05_01_HT11_11A,31.333333333333332
2421,1,Central,2012,05_01_HT13,1.0
2422,1,Central,2012,05_01_HT14,12.916666666666666
2423,1,Central,2012,05_01_HT15,162.83333333333334
2424,1,Central,2012,05_01_HT17,19.083333333333332
2425,1,Central,2012,05_01_HT19,3.0
2426,1,Central,2012,05_01_HT2,38.75
2427,1,Central,2012,05_01_HT20,188.75
2428,1,Central,2012,05_01_HT22,63.666666666666664
2429,1,Central,2012,05_01_HT23,1.0
2430,1,Central,2012,05_01_HT26,82.5
2431,1,Central,2012,05_01_HT27,104.0
2432,1,Central,2012,05_01_HT28,19.833333333333332
2433,1,Central,2012,05_01_HT3,11.25
2434,1,Central,2012,05_01_HT31,2.0
2435,1,Central,2012,05_01_HT32,65.16666666666667
2436,1,Central,2012,05_01_HT36,2.0
2437,1,Central,2012,05_01_HT39,13.0
2438,1,Central,2012,05_01_HT40,16.0
2439,1,Central,2012,05_01_HT41,169.91666666666666
2440,1,Central,2012,05_01_HT42,594.75
2441,1,Central,2012,05_01_HT45,5.0
2442,1,Central,2012,05_01_HT47,1.9166666666666667
2443,1,Central,2012,05_01_HT48,2.4166666666666665
2444,1,Central,2012,05_01_HT5,358.0
2445,1,Central,2012,05_01_HT50,12.25
2446,1,Central,2012,05_01_HT51,1.0
2447,1,Central,2012,05_01_HT52,34.583333333333336
2448,1,Central,2012,05_01_HT55,527.4166666666666
2449,1,Central,2012,05_01_HT56B,71.66666666666667
2450,1,Central,2012,05_01_HT59,410.8333333333333
2451,1,Central,2012,05_01_HT6,107.16666666666667
2452,1,Central,2012,05_01_HT60,23.416666666666668
2453,1,Central,2012,05_01_HT61,45.083333333333336
2454,1,Central,2012,05_01_HT6A,217.16666666666666
2455,1,Central,2012,05_01_HT7,184.5
2456,1,Central,2012,05_01_HT7A,273.25
2457,1,Central,2012,05_01_HT8,89.91666666666667
2458,1,Central,2012,05_01_HT8A,194.66666666666666
2459,1,Central,2012,05_01_STERLING,3.3333333333333335
2460,1,Central,2013,05_01_10J323,699.4166666666666
2461,1,Central,2013,05_01_10J366,1108.8333333333333
2462,1,Central,2013,05_01_10J383,890.75
2463,1,Central,2013,05_01_11J314,424.9166666666667
2464,1,Central,2013,05_01_11J325,274.3333333333333
2465,1,Central,2013,05_01_11J330,445.5833333333333
2466,1,Central,2013,05_01_11J331,1180.25
